Country,date,Brazil
USA,2/4/20,0
USA,2/5/20,0
USA,2/6/20,0
USA,2/7/20,0
USA,2/8/20,0
USA,2/9/20,0
USA,2/10/20,0
USA,2/11/20,0
USA,2/12/20,0
USA,2/13/20,0
USA,2/14/20,0
USA,2/15/20,0
USA,2/16/20,0
USA,2/17/20,0
USA,2/18/20,0
USA,2/19/20,0
USA,2/20/20,0
USA,2/21/20,0
USA,2/22/20,0
USA,2/23/20,0
USA,2/24/20,0
USA,2/25/20,0
USA,2/26/20,0
USA,2/27/20,0
USA,2/28/20,0
USA,2/29/20,1
USA,3/1/20,0
USA,3/2/20,5
USA,3/3/20,1
USA,3/4/20,4
USA,3/5/20,1
USA,3/6/20,2
USA,3/7/20,3
USA,3/8/20,4
USA,3/9/20,1
USA,3/10/20,6
USA,3/11/20,5
USA,3/12/20,10
USA,3/13/20,8
USA,3/14/20,7
USA,3/15/20,12
USA,3/16/20,27
USA,3/17/20,37
USA,3/18/20,60
USA,3/19/20,72
USA,3/20/20,106
USA,3/21/20,103
USA,3/22/20,128
USA,3/23/20,189
USA,3/24/20,241
USA,3/25/20,336
USA,3/26/20,416
USA,3/27/20,519
USA,3/28/20,673
USA,3/29/20,592
USA,3/30/20,711
USA,3/31/20,1082
USA,4/1/20,1275
USA,4/2/20,1515
USA,4/3/20,1406
USA,4/4/20,1609
USA,4/5/20,1632
USA,4/6/20,1737
USA,4/7/20,2571
USA,4/8/20,2153
USA,4/9/20,2215
USA,4/10/20,2188
USA,4/11/20,2138
USA,4/12/20,1892
USA,4/13/20,1982
USA,4/14/20,2453
USA,4/15/20,2591
USA,4/16/20,2198
USA,4/17/20,2113
USA,4/18/20,1940
USA,4/19/20,1989
USA,4/20/20,2244
USA,4/21/20,2459
USA,4/22/20,2473
USA,4/23/20,2435
USA,4/24/20,2178
USA,4/25/20,1724
USA,4/26/20,1413
USA,4/27/20,1495
USA,4/28/20,2228
USA,4/29/20,2398
USA,4/30/20,2181
USA,5/1/20,1911
USA,5/2/20,1735
USA,5/3/20,1199
USA,5/4/20,1377
USA,5/5/20,2207
USA,5/6/20,2321
USA,5/7/20,1919
USA,5/8/20,1759
USA,5/9/20,1469
USA,5/10/20,991
USA,5/11/20,1037
USA,5/12/20,1597
USA,5/13/20,1723
USA,5/14/20,1775
USA,5/15/20,1665
USA,5/16/20,1201
USA,5/17/20,829
USA,5/18/20,1228
USA,5/19/20,1452
USA,5/20/20,1499
USA,5/21/20,1187
USA,5/22/20,1225
USA,5/23/20,1080
USA,5/24/20,640
USA,5/25/20,598
USA,5/26/20,678
USA,5/27/20,1453
USA,5/28/20,1093
USA,5/29/20,1126
USA,5/30/20,954
USA,5/31/20,618
USA,6/1/20,768
USA,6/2/20,981
USA,6/3/20,1007
USA,6/4/20,998
USA,6/5/20,889
USA,6/6/20,642
USA,6/7/20,460
USA,6/8/20,508
USA,6/9/20,908
USA,6/10/20,877
USA,6/11/20,826
USA,6/12/20,827
USA,6/13/20,739
USA,6/14/20,344
USA,6/15/20,398
USA,6/16/20,810
USA,6/17/20,739
USA,6/18/20,691
USA,6/19/20,629
USA,6/20/20,556
USA,6/21/20,320
USA,6/22/20,406
USA,6/23/20,748
USA,6/24/20,737
USA,6/25/20,538
USA,6/26/20,628
USA,6/27/20,507
USA,6/28/20,316
USA,6/29/20,386
USA,6/30/20,555
USA,7/1/20,700
USA,7/2/20,710
USA,7/3/20,670
USA,7/4/20,315
USA,7/5/20,326
USA,7/6/20,377
USA,7/7/20,1159
USA,7/8/20,822
USA,7/9/20,1019
USA,7/10/20,814
USA,7/11/20,729
USA,7/12/20,472
USA,7/13/20,447
USA,7/14/20,915
USA,7/15/20,981
USA,7/16/20,952
USA,7/17/20,924
USA,7/18/20,857
USA,7/19/20,485
USA,7/20/20,562
USA,7/21/20,1085
USA,7/22/20,1223
USA,7/23/20,1068
USA,7/24/20,1104
USA,7/25/20,932
USA,7/26/20,531
USA,7/27/20,1127
USA,7/28/20,1331
USA,7/29/20,1408
USA,7/30/20,1236
USA,7/31/20,1237
USA,8/1/20,1087
USA,8/2/20,438
USA,8/3/20,583
USA,8/4/20,1284
USA,8/5/20,1440
USA,8/6/20,1237
USA,8/7/20,1243
USA,8/8/20,1070
USA,8/9/20,521
USA,8/10/20,634
USA,8/11/20,1024
USA,8/12/20,1504
USA,8/13/20,1064
USA,8/14/20,1337
USA,8/15/20,1000
USA,8/16/20,615
USA,8/17/20,493
USA,8/18/20,1227
USA,8/19/20,1335
USA,8/20/20,1105
USA,8/21/20,1083
USA,8/22/20,909
USA,8/23/20,546
USA,8/24/20,476
USA,8/25/20,1223
USA,8/26/20,1162
USA,8/27/20,1113
USA,8/28/20,975
USA,8/29/20,916
USA,8/30/20,441
USA,8/31/20,542
USA,9/1/20,1027
USA,9/2/20,1073
USA,9/3/20,1030
USA,9/4/20,957
USA,9/5/20,757
USA,9/6/20,469
USA,9/7/20,314
USA,9/8/20,457
USA,9/9/20,1159
USA,9/10/20,922
USA,9/11/20,1154
USA,9/12/20,710
USA,9/13/20,428
USA,9/14/20,434
USA,9/15/20,1199
USA,9/16/20,957
USA,9/17/20,857
USA,9/18/20,889
USA,9/19/20,730
USA,9/20/20,267
USA,9/21/20,424
USA,9/22/20,1028
USA,9/23/20,1062
USA,9/24/20,898
USA,9/25/20,941
USA,9/26/20,769
USA,9/27/20,315
USA,9/28/20,356
USA,9/29/20,863
USA,9/30/20,954
USA,10/1/20,869
USA,10/2/20,854
USA,10/3/20,683
USA,10/4/20,374
USA,10/5/20,483
USA,10/6/20,685
USA,10/7/20,917
USA,10/8/20,991
USA,10/9/20,969
USA,10/10/20,659
USA,10/11/20,471
USA,10/12/20,399
USA,10/13/20,800
USA,10/14/20,987
USA,10/15/20,837
USA,10/16/20,944
USA,10/17/20,766
USA,10/18/20,491
USA,10/19/20,483
USA,10/20/20,925
USA,10/21/20,1123
USA,10/22/20,891
USA,10/23/20,963
USA,10/24/20,954
USA,10/25/20,461
USA,10/26/20,533
USA,10/27/20,972
USA,10/28/20,1033
USA,10/29/20,1004
USA,10/30/20,1057
USA,10/31/20,925
USA,11/1/20,507
USA,11/2/20,572
USA,11/3/20,1578
USA,11/4/20,1107
USA,11/5/20,1165
USA,11/6/20,1225
USA,11/7/20,1090
USA,11/8/20,574
USA,11/9/20,775
USA,11/10/20,1416
USA,11/11/20,1435
USA,11/12/20,1209
USA,11/13/20,1200
USA,11/14/20,1347
USA,11/15/20,780
USA,11/16/20,835
USA,11/17/20,1711
USA,11/18/20,1915
USA,11/19/20,2054
USA,11/20/20,1960
USA,11/21/20,1623
USA,11/22/20,1038
USA,11/23/20,1101
USA,11/24/20,2131
USA,11/25/20,2260
USA,11/26/20,1387
USA,11/27/20,1554
USA,11/28/20,1366
USA,11/29/20,1042
USA,11/30/20,1344
USA,12/1/20,2544
USA,12/2/20,2818
USA,12/3/20,2937
USA,12/4/20,2697
USA,12/5/20,2364
USA,12/6/20,1363
USA,12/7/20,1600
USA,12/8/20,2621
USA,12/9/20,3181
USA,12/10/20,2994
USA,12/11/20,3407
USA,12/12/20,2478
USA,12/13/20,1637
USA,12/14/20,1650
USA,12/15/20,3086
USA,12/16/20,3678
USA,12/17/20,3502
USA,12/18/20,2966
USA,12/19/20,2679
USA,12/20/20,1732
USA,12/21/20,1900
USA,12/22/20,3399
USA,12/23/20,3423
USA,12/24/20,2896
USA,12/25/20,1458
USA,12/26/20,1891
USA,12/27/20,1437
USA,12/28/20,2002
USA,12/29/20,3618
USA,12/30/20,3792
USA,12/31/20,3428
USA,1/1/21,2135
USA,1/2/21,2557
USA,1/3/21,1457
USA,1/4/21,2094
USA,1/5/21,3690
USA,1/6/21,3892
USA,1/7/21,4004
USA,1/8/21,4098
USA,1/9/21,3305
USA,1/10/21,2018
USA,1/11/21,2099
USA,1/12/21,4460
USA,1/13/21,3994
USA,1/14/21,3967
USA,1/15/21,3912
USA,1/16/21,3419
USA,1/17/21,1901
USA,1/18/21,1560
USA,1/19/21,2706
USA,1/20/21,4413
USA,1/21/21,4186
USA,1/22/21,3823
USA,1/23/21,3374
USA,1/24/21,1865
USA,1/25/21,1974
USA,1/26/21,4022
USA,1/27/21,3946
USA,1/28/21,4012
USA,1/29/21,3644
USA,1/30/21,2797
USA,1/31/21,1863
USA,2/1/21,2081
USA,2/2/21,3420
USA,2/3/21,3882
USA,2/4/21,3747
USA,2/5/21,3665
USA,2/6/21,2686
USA,2/7/21,1441
USA,2/8/21,1614
USA,2/9/21,3049
USA,2/10/21,3305
USA,2/11/21,3214
USA,2/12/21,2930
USA,2/13/21,2198
USA,2/14/21,1172
USA,2/15/21,963
USA,2/16/21,1746
USA,2/17/21,2396
USA,2/18/21,2514
USA,2/19/21,2625
USA,2/20/21,1837
USA,2/21/21,1238
USA,2/22/21,1313
USA,2/23/21,2275
USA,2/24/21,3183
USA,2/25/21,2433
USA,2/26/21,2078
USA,2/27/21,1522
USA,2/28/21,1092
USA,3/1/21,1515
USA,3/2/21,1941
USA,3/3/21,2481
USA,3/4/21,1922
USA,3/5/21,1803
USA,3/6/21,1510
USA,3/7/21,703
USA,3/8/21,736
USA,3/9/21,1805
USA,3/10/21,1570
USA,3/11/21,1558
USA,3/12/21,1545
USA,3/13/21,1031
USA,3/14/21,585
USA,3/15/21,748
USA,3/16/21,1179
USA,3/17/21,1227
USA,3/18/21,1646
USA,3/19/21,1127
USA,3/20/21,740
USA,3/21/21,488
USA,3/22/21,721
USA,3/23/21,875
USA,3/24/21,1510
USA,3/25/21,1400
USA,3/26/21,1151
USA,3/27/21,796
USA,3/28/21,525
USA,3/29/21,704
USA,3/30/21,883
USA,3/31/21,1078
USA,4/1/21,1077
USA,4/2/21,954
USA,4/3/21,751
USA,4/4/21,297
USA,4/5/21,505
USA,4/6/21,860
USA,4/7/21,2594
USA,4/8/21,1028
USA,4/9/21,891
USA,4/10/21,712
USA,4/11/21,305
USA,4/12/21,474
USA,4/13/21,831
USA,4/14/21,956
USA,4/15/21,906
USA,4/16/21,879
USA,4/17/21,700
USA,4/18/21,338
USA,4/19/21,497
USA,4/20/21,843
USA,4/21/21,860
USA,4/22/21,968
USA,4/23/21,778
USA,4/24/21,751
USA,4/25/21,293
USA,4/26/21,490
USA,4/27/21,654
USA,4/28/21,968
USA,4/29/21,877
USA,4/30/21,750
USA,5/1/21,716
USA,5/2/21,340
USA,5/3/21,500
USA,5/4/21,874
USA,5/5/21,795
USA,5/6/21,798
USA,5/7/21,759
USA,5/8/21,631
USA,5/9/21,249
USA,5/10/21,412
USA,5/11/21,688
USA,5/12/21,769
USA,5/13/21,766
USA,5/14/21,656
USA,5/15/21,500
USA,5/16/21,277
USA,5/17/21,396
USA,5/18/21,771
USA,5/19/21,677
USA,5/20/21,677
USA,5/21/21,616
USA,5/22/21,498
USA,5/23/21,198
USA,5/24/21,446
USA,5/25/21,634
USA,5/26/21,979
USA,5/27/21,1362
USA,5/28/21,563
USA,5/29/21,333
USA,5/30/21,135
USA,5/31/21,153
USA,6/1/21,650
USA,6/2/21,559
USA,6/3/21,619
USA,6/4/21,527
USA,6/5/21,384
USA,6/6/21,172
USA,6/7/21,318
USA,6/8/21,342
USA,6/9/21,451
USA,6/10/21,433
USA,6/11/21,651
USA,6/12/21,294
USA,6/13/21,114
USA,6/14/21,181
USA,6/15/21,321
USA,6/16/21,377
USA,6/17/21,286
USA,6/18/21,600
USA,6/19/21,173
USA,6/20/21,89
USA,6/21/21,276
USA,6/22/21,328
USA,6/23/21,381
USA,6/24/21,345
USA,6/25/21,498
USA,6/26/21,150
USA,6/27/21,77
USA,6/28/21,154
USA,6/29/21,318
USA,6/30/21,251
USA,7/1/21,310
USA,7/2/21,476
USA,7/3/21,82
USA,7/4/21,37
USA,7/5/21,51
USA,7/6/21,341
USA,7/7/21,295
USA,7/8/21,260
USA,7/9/21,507
USA,7/10/21,140
USA,7/11/21,31
USA,7/12/21,246
USA,7/13/21,358
USA,7/14/21,335
USA,7/15/21,286
USA,7/16/21,396
USA,7/17/21,74
USA,7/18/21,141
USA,7/19/21,218
USA,7/20/21,293
USA,7/21/21,339
USA,7/22/21,331
USA,7/23/21,529
USA,7/24/21,119
USA,7/25/21,45
USA,7/26/21,276
USA,7/27/21,443
USA,7/28/21,390
USA,7/29/21,324
USA,7/30/21,895
USA,7/31/21,154
USA,8/1/21,74
USA,8/2/21,455
USA,8/3/21,582
USA,8/4/21,492
USA,8/5/21,539
USA,8/6/21,1150
USA,8/7/21,227
USA,8/8/21,117
USA,8/9/21,501
USA,8/10/21,797
USA,8/11/21,343
USA,8/12/21,616
USA,8/13/21,1893
USA,8/14/21,240
USA,8/15/21,171
USA,8/16/21,686
USA,8/17/21,967
USA,8/18/21,1146
USA,8/19/21,908
USA,8/20/21,2637
USA,8/21/21,495
USA,8/22/21,164
USA,8/23/21,908
USA,8/24/21,1405
USA,8/25/21,1456
USA,8/26/21,1292
USA,8/27/21,3156
USA,8/28/21,534
USA,8/29/21,285
USA,8/30/21,1172
