curso,sem,ano,disc,final
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.05
ADM,18.2,18,MERCADOS E CONCORRENCIA,8.83
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.17
ADM,18.2,18,MERCADOS E CONCORRENCIA,4.4
ADM,18.2,18,MERCADOS E CONCORRENCIA,8.35
ADM,18.2,18,MERCADOS E CONCORRENCIA,9.61
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.71
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.4
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.84
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.6
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.08
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.17
ADM,18.2,18,MERCADOS E CONCORRENCIA,8.11
ADM,18.2,18,MERCADOS E CONCORRENCIA,9
ADM,18.2,18,MERCADOS E CONCORRENCIA,4.53
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.11
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.36
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.04
ADM,18.2,18,MERCADOS E CONCORRENCIA,8.28
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.57
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.65
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.2
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.04
ADM,18.2,18,MERCADOS E CONCORRENCIA,9.87
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.31
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.4
ADM,18.2,18,MERCADOS E CONCORRENCIA,4.39
ADM,18.2,18,MERCADOS E CONCORRENCIA,3.94
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.19
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.56
ADM,18.2,18,MERCADOS E CONCORRENCIA,8.89
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.13
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.56
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.36
ADM,18.2,18,MERCADOS E CONCORRENCIA,8.94
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.44
ADM,18.2,18,MERCADOS E CONCORRENCIA,4.69
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.66
ADM,18.2,18,MERCADOS E CONCORRENCIA,4.32
ADM,18.2,18,MERCADOS E CONCORRENCIA,6.06
ADM,18.2,18,MERCADOS E CONCORRENCIA,7.31
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.51
ADM,18.2,18,MERCADOS E CONCORRENCIA,5.25
ECO,18.1,18,MERCADOS E CONCORRENCIA,10
ECO,18.1,18,MERCADOS E CONCORRENCIA,7.81
ECO,18.1,18,MERCADOS E CONCORRENCIA,6.31
ECO,18.1,18,MERCADOS E CONCORRENCIA,6.22
ECO,18.1,18,MERCADOS E CONCORRENCIA,9.54
ECO,18.1,18,MERCADOS E CONCORRENCIA,6.35
ECO,18.1,18,MERCADOS E CONCORRENCIA,5.48
ECO,18.1,18,MERCADOS E CONCORRENCIA,5.01
ECO,18.1,18,MERCADOS E CONCORRENCIA,4.41
ECO,18.1,18,MERCADOS E CONCORRENCIA,5.61
ECO,18.1,18,MERCADOS E CONCORRENCIA,5.88
ECO,18.1,18,MERCADOS E CONCORRENCIA,5.19
ECO,18.1,18,MERCADOS E CONCORRENCIA,6.32
ECO,18.1,18,MERCADOS E CONCORRENCIA,4.42
ECO,18.1,18,MERCADOS E CONCORRENCIA,8.12
ECO,18.1,18,MERCADOS E CONCORRENCIA,8.17
ECO,18.1,18,MERCADOS E CONCORRENCIA,9.87
ECO,18.1,18,MERCADOS E CONCORRENCIA,8.8
ECO,18.1,18,MERCADOS E CONCORRENCIA,8.52
ECO,18.1,18,MERCADOS E CONCORRENCIA,7.17
ECO,18.1,18,MERCADOS E CONCORRENCIA,6.88
ECO,18.1,18,MERCADOS E CONCORRENCIA,7.31
ECO,18.1,18,MERCADOS E CONCORRENCIA,6.67
ECO,18.1,18,MERCADOS E CONCORRENCIA,10
ECO,18.1,18,MERCADOS E CONCORRENCIA,7.08
ECO,18.2,18,MERCADOS E CONCORRENCIA,3.35
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.91
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.38
ECO,18.2,18,MERCADOS E CONCORRENCIA,3.98
ECO,18.2,18,MERCADOS E CONCORRENCIA,10
ECO,18.2,18,MERCADOS E CONCORRENCIA,7.44
ECO,18.2,18,MERCADOS E CONCORRENCIA,9.25
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.27
ECO,18.2,18,MERCADOS E CONCORRENCIA,4.25
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.45
ECO,18.2,18,MERCADOS E CONCORRENCIA,7.43
ECO,18.2,18,MERCADOS E CONCORRENCIA,4.5
ECO,18.2,18,MERCADOS E CONCORRENCIA,8.35
ECO,18.2,18,MERCADOS E CONCORRENCIA,7.18
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.08
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.91
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.42
ECO,18.2,18,MERCADOS E CONCORRENCIA,7.51
ECO,18.2,18,MERCADOS E CONCORRENCIA,8.46
ECO,18.2,18,MERCADOS E CONCORRENCIA,3.62
ECO,18.2,18,MERCADOS E CONCORRENCIA,7.04
ECO,18.2,18,MERCADOS E CONCORRENCIA,5.26
ECO,18.2,18,MERCADOS E CONCORRENCIA,2.2
ECO,18.2,18,MERCADOS E CONCORRENCIA,10
ECO,18.2,18,MERCADOS E CONCORRENCIA,6.75
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.57
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.54
ADM,19.1,19,MERCADOS E CONCORRENCIA,9.85
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.63
ADM,19.1,19,MERCADOS E CONCORRENCIA,9.24
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.14
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.61
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.89
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.13
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.67
ADM,19.1,19,MERCADOS E CONCORRENCIA,9.6
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.89
ADM,19.1,19,MERCADOS E CONCORRENCIA,10
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.23
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.53
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.99
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.67
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.47
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.95
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.51
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.41
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.43
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.93
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.95
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.08
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.29
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.94
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.43
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.91
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.31
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.96
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.39
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.99
ADM,19.1,19,MERCADOS E CONCORRENCIA,9.31
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.58
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.85
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.09
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.56
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.27
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.45
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.88
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.64
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.1
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.55
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.32
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.16
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.81
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.27
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.12
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.5
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.05
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.02
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.76
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.23
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.16
ADM,19.1,19,MERCADOS E CONCORRENCIA,9.12
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.25
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.55
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.74
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.61
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.64
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.05
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.01
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.32
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.69
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.88
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.7
ADM,19.1,19,MERCADOS E CONCORRENCIA,8.16
ADM,19.1,19,MERCADOS E CONCORRENCIA,9.04
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.02
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.92
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.66
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.43
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.55
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.97
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.69
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.9
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.18
ADM,19.1,19,MERCADOS E CONCORRENCIA,4.2
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.89
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.03
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.72
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.89
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.39
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.96
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.61
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.22
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.49
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.78
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.07
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.82
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.18
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.78
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.11
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.05
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.04
ADM,19.1,19,MERCADOS E CONCORRENCIA,6.29
ADM,19.1,19,MERCADOS E CONCORRENCIA,7.26
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.5
ADM,19.1,19,MERCADOS E CONCORRENCIA,5.66
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.1
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.27
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.97
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.55
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.89
ADM,19.2,19,MERCADOS E CONCORRENCIA,9.56
ADM,19.2,19,MERCADOS E CONCORRENCIA,2.97
ADM,19.2,19,MERCADOS E CONCORRENCIA,9.73
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.57
ADM,19.2,19,MERCADOS E CONCORRENCIA,5.35
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.16
ADM,19.2,19,MERCADOS E CONCORRENCIA,8.33
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.62
ADM,19.2,19,MERCADOS E CONCORRENCIA,10
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.45
ADM,19.2,19,MERCADOS E CONCORRENCIA,5.07
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.65
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.29
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.82
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.88
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.31
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.64
ADM,19.2,19,MERCADOS E CONCORRENCIA,8.63
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.51
ADM,19.2,19,MERCADOS E CONCORRENCIA,9.39
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.54
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.58
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.47
ADM,19.2,19,MERCADOS E CONCORRENCIA,8.49
ADM,19.2,19,MERCADOS E CONCORRENCIA,9.16
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.31
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.81
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.99
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.89
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.6
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.49
ADM,19.2,19,MERCADOS E CONCORRENCIA,5.84
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.97
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.21
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.18
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.32
ADM,19.2,19,MERCADOS E CONCORRENCIA,4.29
ADM,19.2,19,MERCADOS E CONCORRENCIA,7.9
ADM,19.2,19,MERCADOS E CONCORRENCIA,8.49
ADM,19.2,19,MERCADOS E CONCORRENCIA,8.27
ADM,19.2,19,MERCADOS E CONCORRENCIA,5.75
ADM,19.2,19,MERCADOS E CONCORRENCIA,10
ADM,19.2,19,MERCADOS E CONCORRENCIA,6.18
ADM,19.2,19,MERCADOS E CONCORRENCIA,9.15
ADM,19.2,19,MERCADOS E CONCORRENCIA,5.79
ECO,19.1,19,MERCADOS E CONCORRENCIA,6.44
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.92
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.23
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.41
ECO,19.1,19,MERCADOS E CONCORRENCIA,6.55
ECO,19.1,19,MERCADOS E CONCORRENCIA,8.99
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.89
ECO,19.1,19,MERCADOS E CONCORRENCIA,9.12
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.95
ECO,19.1,19,MERCADOS E CONCORRENCIA,8.25
ECO,19.1,19,MERCADOS E CONCORRENCIA,6.54
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.39
ECO,19.1,19,MERCADOS E CONCORRENCIA,6.22
ECO,19.1,19,MERCADOS E CONCORRENCIA,5.56
ECO,19.1,19,MERCADOS E CONCORRENCIA,5.18
ECO,19.1,19,MERCADOS E CONCORRENCIA,7.72
ECO,19.1,19,MERCADOS E CONCORRENCIA,10
ECO,19.1,19,MERCADOS E CONCORRENCIA,6.17
ECO,19.1,19,MERCADOS E CONCORRENCIA,4.87
ECO,19.1,19,MERCADOS E CONCORRENCIA,8.31
ECO,19.2,19,MERCADOS E CONCORRENCIA,4.11
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.45
ECO,19.2,19,MERCADOS E CONCORRENCIA,6.92
ECO,19.2,19,MERCADOS E CONCORRENCIA,10
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.03
ECO,19.2,19,MERCADOS E CONCORRENCIA,4.6
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.3
ECO,19.2,19,MERCADOS E CONCORRENCIA,5.1
ECO,19.2,19,MERCADOS E CONCORRENCIA,5.39
ECO,19.2,19,MERCADOS E CONCORRENCIA,8.31
ECO,19.2,19,MERCADOS E CONCORRENCIA,5.65
ECO,19.2,19,MERCADOS E CONCORRENCIA,8.92
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.45
ECO,19.2,19,MERCADOS E CONCORRENCIA,8.86
ECO,19.2,19,MERCADOS E CONCORRENCIA,8.97
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.29
ECO,19.2,19,MERCADOS E CONCORRENCIA,6.66
ECO,19.2,19,MERCADOS E CONCORRENCIA,4.92
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.01
ECO,19.2,19,MERCADOS E CONCORRENCIA,7.97
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.36
ADM,22.1,22,MERCADOS E CONCORRENCIA,9.29
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.69
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.94
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.47
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.53
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.34
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.92
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.85
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.41
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.61
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.84
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.79
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.68
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.55
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.84
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.79
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.1
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.72
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.98
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.34
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.02
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.7
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.33
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.21
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.04
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.65
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.27
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.38
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.06
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.71
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.95
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.58
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.95
ADM,22.1,22,MERCADOS E CONCORRENCIA,9.96
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.15
ADM,22.1,22,MERCADOS E CONCORRENCIA,5.36
ADM,22.1,22,MERCADOS E CONCORRENCIA,9.23
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.24
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.63
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.65
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.45
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.16
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.15
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.3
ADM,22.1,22,MERCADOS E CONCORRENCIA,8
ADM,22.1,22,MERCADOS E CONCORRENCIA,8.07
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.89
ADM,22.1,22,MERCADOS E CONCORRENCIA,7.9
ADM,22.1,22,MERCADOS E CONCORRENCIA,6.7
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.43
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.67
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.41
ADM,22.2,22,MERCADOS E CONCORRENCIA,9.25
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.88
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.95
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.95
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.1
ADM,22.2,22,MERCADOS E CONCORRENCIA,5.98
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.62
ADM,22.2,22,MERCADOS E CONCORRENCIA,9.24
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.64
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.81
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.79
ADM,22.2,22,MERCADOS E CONCORRENCIA,9.01
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.5
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.11
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.36
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.33
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.01
ADM,22.2,22,MERCADOS E CONCORRENCIA,5.22
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.2
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.43
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.97
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.46
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.58
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.46
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.87
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.66
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.28
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.19
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.71
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.75
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.88
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.57
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.01
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.11
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.45
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.64
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.76
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.63
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.98
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.21
ADM,22.2,22,MERCADOS E CONCORRENCIA,8.16
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.52
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.96
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.1
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.17
ADM,22.2,22,MERCADOS E CONCORRENCIA,7.48
ADM,22.2,22,MERCADOS E CONCORRENCIA,6.35
ECO,22.1,22,MERCADOS E CONCORRENCIA,9.15
ECO,22.1,22,MERCADOS E CONCORRENCIA,8.81
ECO,22.1,22,MERCADOS E CONCORRENCIA,6.95
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.09
ECO,22.1,22,MERCADOS E CONCORRENCIA,8.28
ECO,22.1,22,MERCADOS E CONCORRENCIA,6.72
ECO,22.1,22,MERCADOS E CONCORRENCIA,5.28
ECO,22.1,22,MERCADOS E CONCORRENCIA,6.75
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.52
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.65
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.63
ECO,22.1,22,MERCADOS E CONCORRENCIA,8.22
ECO,22.1,22,MERCADOS E CONCORRENCIA,6.02
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.31
ECO,22.1,22,MERCADOS E CONCORRENCIA,6.76
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.47
ECO,22.1,22,MERCADOS E CONCORRENCIA,7.28
ECO,22.1,22,MERCADOS E CONCORRENCIA,5.68
ECO,22.1,22,MERCADOS E CONCORRENCIA,9.23
ECO,22.1,22,MERCADOS E CONCORRENCIA,8.34
ECO,22.2,22,MERCADOS E CONCORRENCIA,7.83
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.89
ECO,22.2,22,MERCADOS E CONCORRENCIA,7.42
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.54
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.36
ECO,22.2,22,MERCADOS E CONCORRENCIA,5.72
ECO,22.2,22,MERCADOS E CONCORRENCIA,6.31
ECO,22.2,22,MERCADOS E CONCORRENCIA,6.83
ECO,22.2,22,MERCADOS E CONCORRENCIA,8
ECO,22.2,22,MERCADOS E CONCORRENCIA,5.93
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.73
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.37
ECO,22.2,22,MERCADOS E CONCORRENCIA,6.92
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.26
ECO,22.2,22,MERCADOS E CONCORRENCIA,7.32
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.49
ECO,22.2,22,MERCADOS E CONCORRENCIA,7.07
ECO,22.2,22,MERCADOS E CONCORRENCIA,8.13
ECO,22.2,22,MERCADOS E CONCORRENCIA,6.42
ECO,22.2,22,MERCADOS E CONCORRENCIA,6.88
ADM,19.1,19,MERCADOS DE CAPITAIS,9.61
ADM,19.1,19,MERCADOS DE CAPITAIS,6.78
ADM,19.1,19,MERCADOS DE CAPITAIS,7.67
ADM,19.1,19,MERCADOS DE CAPITAIS,5.61
ADM,19.1,19,MERCADOS DE CAPITAIS,7.17
ADM,19.1,19,MERCADOS DE CAPITAIS,5.6
ADM,19.1,19,MERCADOS DE CAPITAIS,5.98
ADM,19.1,19,MERCADOS DE CAPITAIS,9.82
ADM,19.1,19,MERCADOS DE CAPITAIS,9.91
ADM,19.1,19,MERCADOS DE CAPITAIS,6.89
ADM,19.1,19,MERCADOS DE CAPITAIS,4.82
ADM,19.1,19,MERCADOS DE CAPITAIS,5.6
ADM,19.1,19,MERCADOS DE CAPITAIS,6.96
ADM,19.1,19,MERCADOS DE CAPITAIS,4.43
ADM,19.1,19,MERCADOS DE CAPITAIS,8.8
ADM,19.1,19,MERCADOS DE CAPITAIS,3.89
ADM,19.1,19,MERCADOS DE CAPITAIS,6.42
ADM,19.1,19,MERCADOS DE CAPITAIS,6.68
ADM,19.1,19,MERCADOS DE CAPITAIS,5.57
ADM,19.1,19,MERCADOS DE CAPITAIS,8.78
ADM,19.1,19,MERCADOS DE CAPITAIS,5.31
ADM,19.1,19,MERCADOS DE CAPITAIS,7.3
ADM,19.1,19,MERCADOS DE CAPITAIS,8.27
ADM,19.1,19,MERCADOS DE CAPITAIS,10
ADM,19.1,19,MERCADOS DE CAPITAIS,6.94
ADM,19.1,19,MERCADOS DE CAPITAIS,5.88
ADM,19.1,19,MERCADOS DE CAPITAIS,7.03
ADM,19.1,19,MERCADOS DE CAPITAIS,7.48
ADM,19.1,19,MERCADOS DE CAPITAIS,8.34
