age,gender,marriage_status,studies,dependents,last_usage_time,working,wage,type_housing,own_home,home_value,credit_cards_qty,cars_qty,score
44,M,na,ensino medio,3,30,1,123.3320337,3,1,262,1,1,558
37,M,solteiro,ensino medio,0,24,1,60.26432813,5,0,0,1,1,387
48,F,solteiro,ensino fundam,0,35,1,18.71730622,3,0,0,1,1,460.8
51,M,casado,ensino medio,2,39,1,64.64380034,5,0,0,1,0,335
52,F,casado,ensino medio,4,39,0,0,5,0,0,1,1,440.8
45,F,solteiro,doutorado,1,30,1,68.85506304,3,0,0,1,1,524.7
50,F,casado,ensino medio,1,39,1,21.77919567,4,0,0,1,1,503
53,M,casado,doutorado,2,41,1,129.7234455,4,0,0,1,0,404
42,M,solteiro,ensino medio,0,32,1,95.35925261,3,0,0,1,0,408.6
35,M,casado,mestrado,2,23,1,171.1601923,3,1,207,1,0,386.25
41,M,casado,doutorado,3,32,1,94.47071841,4,0,0,1,1,438
36,M,solteiro,graduacao,0,25,1,117.3438671,5,0,0,1,1,369.9
46,M,na,doutorado,2,35,1,189.077641,3,1,361,1,0,476.7
55,M,casado,ensino fundam,3,45,1,130.5903352,4,0,0,1,1,389
42,F,solteiro,ensino medio,1,31,1,21.73324644,3,0,0,1,0,374.4
42,M,divorciado,mestrado,3,33,1,95.95411594,2,1,496,1,0,403
42,M,casado,ensino medio,3,31,1,123.7637647,6,0,0,1,1,408
57,F,solteiro,ensino fundam,0,28,1,18.18284172,6,0,0,1,0,225
50,M,casado,mestrado,1,21,1,195.2179618,5,0,0,1,1,432.6
55,F,solteiro,ensino medio,0,28,1,18.08813876,6,0,0,1,0,237.6
48,F,divorciado,ensino medio,3,29,1,21.3268913,6,0,0,1,1,473
58,F,solteiro,mestrado,0,46,1,24.2826693,6,0,0,1,0,510.3
33,M,casado,ensino fundam,2,22,1,86.07611717,6,0,0,1,1,407
43,M,divorciado,mestrado,2,22,1,181.1942991,4,0,0,2,1,453.2
47,F,solteiro,graduacao,0,36,0,0,5,0,0,1,1,465.12
59,M,casado,ensino medio,0,52,1,102.1354991,6,0,0,1,0,458
44,F,solteiro,mestrado,0,35,1,21.88369592,5,0,0,1,0,451.8
58,F,casado,ensino fundam,1,46,1,24.02307972,4,0,0,1,1,480
47,F,casado,ensino fundam,3,35,1,19.20004217,1,1,239,1,1,332
51,M,solteiro,doutorado,0,40,1,134.2083927,3,0,0,1,1,652.5
43,M,divorciado,graduacao,2,30,1,120.384896,4,0,0,1,1,336
58,F,casado,ensino medio,3,49,1,93.63780209,2,1,1424,1,0,713
49,F,na,mestrado,4,36,1,19.76646139,6,0,0,1,1,409
43,M,solteiro,ensino medio,1,30,1,125.3274812,3,0,0,1,0,447.3
55,M,casado,ensino fundam,2,44,1,131.2419422,5,0,0,1,0,338
44,M,na,ensino fundam,3,34,1,120.9874421,6,0,0,1,0,300
49,M,casado,graduacao,2,38,1,131.877126,4,0,0,1,1,511
36,M,solteiro,graduacao,0,24,1,117.6904509,5,0,0,1,1,458.1
40,F,divorciado,ensino medio,3,30,1,29.75921942,1,1,952,1,1,674
32,F,casado,mestrado,0,21,1,19.73558959,5,0,0,1,0,391
53,M,solteiro,graduacao,0,42,1,197.8616627,2,1,296,2,1,647.1
58,M,casado,ensino medio,0,47,1,133.9124348,6,0,0,1,1,426
37,F,solteiro,graduacao,0,25,1,60.76428463,4,0,0,1,0,261.9
35,F,casado,mestrado,3,25,1,17.04674147,6,0,0,1,0,254
52,M,solteiro,graduacao,0,42,1,196.3016761,4,0,0,1,0,449.1
49,M,casado,ensino medio,3,41,1,151.1790719,4,0,0,1,0,735
42,F,solteiro,mestrado,0,31,1,17.88238466,1,1,190,2,0,370.8
33,F,casado,ensino medio,3,23,1,17.38456383,3,1,244,1,1,301
52,M,casado,mestrado,3,41,1,132.0923965,3,1,262,1,1,518
35,M,casado,graduacao,4,25,1,58.29597799,6,0,0,1,1,327
56,F,casado,ensino medio,1,46,1,18.69592139,6,0,0,1,1,364
53,F,casado,ensino medio,2,36,1,73.45922004,3,1,507,1,1,444
46,M,solteiro,ensino fundam,0,37,1,131.5298366,3,0,0,2,1,636.3
53,M,solteiro,graduacao,0,44,1,102.7807297,5,0,0,1,0,520.2
34,M,casado,graduacao,3,23,1,85.65481485,4,0,0,1,1,336
42,F,na,graduacao,3,31,0,0,1,1,576,1,1,420.8
62,M,casado,ensino fundam,0,51,1,71.40604565,3,1,184,1,0,534
29,M,casado,ensino medio,1,21,1,106.2567478,3,1,1672,2,0,737
40,F,casado,ensino medio,5,25,0,0,2,1,845,2,0,514.4
44,F,casado,ensino medio,2,35,0,0,3,1,438,1,0,356
49,M,solteiro,graduacao,0,36,1,99.91464331,3,0,0,1,1,555.3
59,M,casado,ensino fundam,0,48,1,19.01170717,5,0,0,1,0,461
35,F,solteiro,ensino medio,0,24,0,0,4,0,0,1,1,280.08
46,M,casado,ensino fundam,3,37,1,100.6435684,5,0,0,1,0,658
43,M,solteiro,doutorado,0,31,1,67.48452497,2,1,444,1,1,620.1
61,M,solteiro,ensino medio,0,55,1,14.45090183,1,1,844,1,0,633.6
38,M,solteiro,ensino medio,0,30,1,62.20105207,3,0,0,1,0,350.1
33,M,solteiro,ensino medio,0,25,1,112.2228558,4,0,0,1,0,220.5
37,M,casado,ensino medio,4,27,1,88.06180025,5,0,0,1,1,396
41,M,solteiro,doutorado,0,31,1,95.33190101,5,0,0,1,1,495
48,M,na,ensino medio,3,39,1,126.6218414,3,1,266,4,1,542
49,F,solteiro,ensino medio,1,39,0,0,5,0,0,1,1,457.2
35,F,casado,ensino medio,2,25,1,64.75394303,5,0,0,1,1,450
55,M,solteiro,mestrado,0,47,1,105.8892737,5,0,0,2,1,706.5
42,F,solteiro,ensino fundam,0,32,1,64.93144476,2,1,303,1,1,418.5
55,M,casado,ensino medio,3,46,1,134.0872333,5,0,0,1,0,570
44,M,casado,ensino fundam,3,35,1,91.70211099,3,1,296,1,1,361
58,M,solteiro,graduacao,0,49,1,140.1255179,2,1,443,1,0,504
57,F,solteiro,ensino medio,0,45,1,25.10975763,6,0,0,1,1,583.2
45,M,solteiro,ensino medio,1,37,1,195.6149594,1,1,836,1,0,510.3
43,F,solteiro,graduacao,0,34,1,21.37430288,4,0,0,1,1,439.2
46,F,casado,mestrado,4,27,1,22.71896962,3,1,456,1,1,476
42,M,solteiro,ensino medio,0,35,1,64.07065173,1,1,350,1,0,372.6
49,M,na,ensino fundam,4,41,1,21.67458039,5,0,0,1,0,570
42,F,solteiro,ensino medio,2,27,1,73.77518094,2,1,820,1,1,567.9
50,F,solteiro,ensino medio,0,39,1,23.32249003,2,1,456,1,0,467.1
54,M,casado,ensino fundam,1,34,1,97.84415669,6,0,0,1,1,338
44,M,solteiro,mestrado,0,27,1,64.45975448,3,0,0,1,0,346.5
36,M,casado,ensino medio,3,17,1,111.9987158,3,0,0,2,1,799
43,F,divorciado,ensino medio,2,28,1,21.75811859,4,0,0,1,0,447
53,M,solteiro,ensino fundam,1,42,1,103.057974,5,0,0,1,1,546.3
41,F,casado,ensino medio,3,26,1,21.3607917,6,0,0,1,1,404
53,F,casado,ensino fundam,2,36,1,18.39668644,5,0,0,1,1,330
47,F,casado,mestrado,3,28,1,23.45448295,4,0,0,1,2,600
50,F,casado,graduacao,2,20,1,22.79915594,6,0,0,1,0,294
45,F,solteiro,ensino fundam,1,30,1,86.03065187,1,1,1439,3,0,693.9
57,F,casado,graduacao,2,44,1,68.23218457,2,1,275,1,0,328
39,F,solteiro,ensino fundam,0,27,1,17.02116217,6,0,0,1,0,287.1
44,M,casado,doutorado,4,30,1,186.3298594,4,0,0,1,0,641.55
36,M,casado,mestrado,4,22,1,115.6481717,4,0,0,1,1,363
42,M,casado,ensino medio,2,35,1,143.6118009,1,1,1368,1,1,796
53,F,solteiro,mestrado,0,38,1,23.62866722,5,0,0,1,0,468
38,F,solteiro,ensino fundam,1,13,0,0,4,0,0,1,0,184.5
42,F,solteiro,ensino medio,1,24,1,16.71694756,5,0,0,1,0,249.3
44,M,casado,graduacao,4,32,1,186.8293078,4,0,0,1,0,466
41,F,casado,mestrado,2,25,1,146.7141376,1,1,1477,1,1,764
44,F,solteiro,ensino medio,2,26,1,22.5950886,2,1,481,1,0,390.6
53,M,solteiro,mestrado,0,36,1,101.1045253,3,0,0,1,0,417.6
53,M,casado,doutorado,4,32,1,135.0822591,1,1,406,1,1,503
36,M,solteiro,graduacao,0,19,1,59.01304715,5,0,0,1,0,272.7
44,F,solteiro,ensino medio,0,15,1,28.33048183,1,1,839,1,0,489.6
34,M,casado,graduacao,0,10,1,57.160856,3,1,159,1,1,257
44,F,solteiro,mestrado,0,17,1,16.75521383,6,0,0,1,1,246.6
42,M,casado,ensino medio,4,16,1,65.77050159,5,0,0,1,1,410
34,F,casado,graduacao,2,11,1,20.57101292,6,0,0,1,1,343
38,M,casado,doutorado,1,15,1,172.6717221,4,1,214,1,0,244.65
53,F,casado,ensino medio,1,32,1,41.22556697,4,0,0,1,1,732
48,F,casado,graduacao,2,26,0,0,3,1,451,1,0,304
50,M,divorciado,graduacao,0,26,1,70.44909923,5,0,0,1,1,475
52,F,divorciado,graduacao,2,29,1,22.5485984,6,0,0,1,0,495
65,F,solteiro,ensino fundam,0,46,1,75.28558903,4,0,0,1,0,498.6
49,M,casado,graduacao,3,26,1,97.83825072,4,0,0,1,1,420
44,F,divorciado,ensino fundam,3,23,1,21.80852254,4,0,0,1,0,311
53,M,divorciado,mestrado,3,31,1,101.8330625,4,0,0,1,1,481
26,F,solteiro,graduacao,0,10,0,0,3,0,0,1,1,280.08
46,M,casado,doutorado,2,30,1,148.9767906,1,1,1428,1,1,823
43,M,solteiro,ensino fundam,2,23,1,95.10434833,3,0,0,1,0,347.4
54,F,solteiro,ensino fundam,0,34,1,73.06399935,4,0,0,1,0,411.3
42,F,divorciado,ensino fundam,4,22,1,22.05397082,6,0,0,1,0,353
45,M,casado,ensino fundam,4,24,1,96.74983311,6,0,0,1,1,381
49,M,solteiro,graduacao,1,27,1,99.93561508,5,0,0,1,1,422.1
50,F,casado,ensino medio,2,30,0,0,5,0,0,1,0,355.2
43,M,casado,ensino fundam,3,21,1,126.7885039,6,0,0,1,1,470
47,M,na,ensino fundam,1,27,1,127.2141712,6,0,0,1,0,361
39,F,solteiro,ensino fundam,0,20,1,39.07162128,1,1,1587,2,0,652.5
57,M,casado,graduacao,2,37,1,98.63839187,3,1,271,1,0,264
58,M,casado,doutorado,2,44,1,164.3470688,3,0,0,1,1,790
46,M,na,mestrado,1,24,1,62.12069602,6,0,0,1,1,359
49,F,casado,ensino medio,3,27,1,70.7440927,4,0,0,3,1,544
58,F,casado,ensino fundam,0,36,1,19.54983167,5,0,0,1,1,413
60,M,casado,graduacao,2,39,0,0,5,0,0,1,0,299.2
44,F,na,ensino fundam,3,22,1,21.96301241,6,0,0,1,1,448
46,F,casado,ensino fundam,2,24,0,0,6,0,0,1,1,440.8
57,F,solteiro,ensino fundam,0,38,0,0,4,0,0,1,0,253.44
40,M,na,ensino fundam,5,21,1,116.9689628,6,0,0,1,0,255
39,F,casado,graduacao,3,19,1,65.90356236,1,1,485,1,1,364
44,F,solteiro,ensino fundam,0,23,1,67.82155183,4,0,0,1,1,386.1
46,M,solteiro,ensino medio,1,26,1,63.22816395,2,1,206,1,0,296.1
42,F,casado,mestrado,3,23,0,0,5,0,0,1,0,322.4
47,F,na,mestrado,3,27,1,23.18118226,2,1,477,1,1,470
47,M,solteiro,graduacao,0,27,1,99.60515528,5,0,0,1,1,544.5
49,M,divorciado,ensino fundam,3,28,1,70.36567548,2,1,500,1,1,495
43,M,casado,ensino medio,3,23,1,119.8858385,5,0,0,1,1,294
37,F,solteiro,ensino fundam,0,18,0,0,3,0,0,1,0,305.28
52,F,casado,graduacao,1,32,1,29.20302072,1,1,785,1,1,554
56,F,solteiro,mestrado,0,37,1,30.33117496,1,1,807,1,0,550.8
62,F,solteiro,ensino medio,0,43,0,0,2,1,476,1,0,444.96
39,M,solteiro,mestrado,0,19,1,89.03963314,4,0,0,1,1,361.8
59,M,solteiro,ensino medio,0,40,1,106.1456341,3,0,0,1,0,511.2
41,M,solteiro,mestrado,0,24,1,192.1777071,2,1,820,1,0,631.287
33,M,casado,mestrado,1,15,1,167.8859914,6,0,0,1,0,310.03
65,M,casado,ensino medio,1,48,1,20.3478392,6,0,0,1,0,457
40,M,solteiro,ensino medio,0,23,1,116.1448293,5,0,0,1,0,171.9
35,M,na,graduacao,2,16,1,60.48075591,4,0,0,1,1,415
49,F,casado,ensino fundam,3,30,1,19.9889528,6,0,0,1,1,398
45,M,solteiro,ensino fundam,0,27,1,94.17353603,3,0,0,1,0,336.6
42,F,divorciado,ensino fundam,2,24,1,22.30239995,5,0,0,1,1,445
50,F,casado,mestrado,3,32,1,24.36726275,2,1,517,1,1,496
48,F,casado,mestrado,4,31,1,70.11879513,6,0,0,1,0,422
40,F,casado,ensino fundam,5,23,1,66.61510699,1,1,509,1,0,346
41,M,casado,mestrado,1,23,1,89.41280859,3,1,173,1,1,272
50,F,casado,mestrado,5,29,0,0,5,0,0,1,2,472
38,F,casado,mestrado,3,21,1,16.65833042,6,0,0,1,1,266
52,F,solteiro,ensino fundam,0,35,1,24.24355848,4,0,0,1,0,426.6
63,F,solteiro,ensino fundam,0,46,1,23.14513197,5,0,0,1,0,401.4
54,M,casado,ensino medio,2,35,1,18.70875551,4,0,0,1,2,420
56,F,casado,ensino medio,3,37,1,17.76550218,5,0,0,1,2,535
55,M,na,doutorado,3,39,1,203.6511076,3,1,431,1,0,569.1
42,F,solteiro,ensino medio,0,24,1,20.83527917,5,0,0,1,1,404.1
57,F,na,ensino fundam,3,41,1,23.29590726,6,0,0,2,0,456
54,M,casado,ensino fundam,2,45,1,156.6717065,2,0,0,2,0,851
53,M,casado,ensino medio,2,35,1,98.03201041,6,0,0,1,1,412
42,F,casado,ensino fundam,4,25,1,22.89156017,6,0,0,1,1,399
51,F,casado,ensino medio,2,35,1,18.0345331,3,1,287,1,0,300
40,M,na,graduacao,2,23,1,128.2775882,1,1,732,1,1,493
46,M,solteiro,graduacao,0,31,1,84.55178845,2,1,1423,1,1,679.5
40,F,casado,ensino fundam,4,25,1,20.38704305,3,1,384,1,0,315
44,F,casado,ensino fundam,2,29,1,20.01914805,3,1,314,1,0,369
43,F,solteiro,ensino fundam,0,28,1,16.80174164,5,0,0,1,0,217.8
49,M,casado,ensino fundam,5,35,1,108.929712,1,1,810,3,1,736
51,F,casado,graduacao,2,35,1,23.09898234,3,1,437,1,1,438
26,F,na,graduacao,1,12,0,0,3,1,414,1,0,280
42,F,solteiro,ensino fundam,1,26,1,65.94612831,2,1,389,1,0,373.5
46,M,solteiro,graduacao,0,30,1,72.84279497,1,1,769,1,0,460.8
39,F,divorciado,ensino medio,3,24,1,19.89949889,3,1,357,1,0,346
47,M,na,graduacao,2,31,1,93.32206011,4,0,0,1,1,312
41,F,casado,ensino medio,3,26,1,21.17850073,6,0,0,1,0,352
36,F,solteiro,ensino medio,0,19,1,60.50482253,1,1,243,1,1,280.8
51,M,casado,doutorado,3,37,1,136.2979109,6,0,0,2,1,643
50,M,solteiro,doutorado,0,35,1,189.1597311,5,0,0,1,0,352.485
36,M,na,ensino fundam,2,20,1,115.80703,2,1,278,1,1,476
53,F,solteiro,ensino medio,0,36,1,72.36544472,3,0,0,1,1,485.1
47,F,solteiro,mestrado,1,31,1,67.55566184,3,0,0,1,0,369
42,F,casado,mestrado,2,26,1,22.20069928,1,1,465,1,1,463
49,F,casado,mestrado,4,33,1,19.23121973,6,0,0,1,1,397
47,F,casado,ensino medio,1,32,0,0,3,1,461,1,1,381.6
62,F,casado,mestrado,1,45,1,20.49285794,5,0,0,1,2,502
48,M,na,ensino medio,3,34,1,93.86252706,5,0,0,1,0,302
61,M,casado,mestrado,0,47,1,136.2629225,2,1,188,1,0,337
51,M,solteiro,mestrado,1,37,1,128.5649059,4,0,0,2,0,473.4
55,M,solteiro,graduacao,0,45,1,154.4337568,1,1,1219,1,1,807.3
57,F,solteiro,ensino fundam,0,43,1,74.36180829,3,0,0,1,0,426.6
62,F,solteiro,ensino fundam,0,48,1,74.83425803,4,0,0,1,0,360
48,F,solteiro,ensino medio,0,31,1,23.03269227,3,0,0,1,1,508.5
47,F,casado,graduacao,2,32,1,21.71068628,4,0,0,1,0,461
65,F,solteiro,ensino fundam,0,50,1,25.14325496,6,0,0,1,1,516.6
44,M,casado,ensino fundam,4,32,1,144.0222586,2,1,1400,1,0,640
30,F,solteiro,ensino medio,0,15,1,17.59015031,3,0,0,1,0,277.2
50,M,casado,graduacao,2,35,1,193.1433471,5,0,0,2,1,544
45,F,casado,graduacao,3,29,1,28.07517893,2,1,783,1,2,644
50,F,solteiro,mestrado,0,32,1,23.28422126,6,0,0,1,1,526.5
46,M,casado,mestrado,3,39,1,151.1822814,3,0,0,1,0,844
40,M,na,ensino fundam,4,24,1,21.38693539,5,0,0,1,1,424
55,F,divorciado,ensino fundam,2,41,1,20.08105871,4,0,0,1,0,533
57,F,solteiro,graduacao,0,44,1,25.07269208,4,0,0,1,0,449.1
32,F,casado,ensino fundam,1,18,1,16.81613747,5,0,0,1,1,309
33,F,solteiro,doutorado,0,18,1,88.15744977,4,0,0,1,1,371.7
40,M,na,ensino medio,3,26,1,61.26226233,6,0,0,1,1,308
43,M,solteiro,doutorado,0,29,1,94.96608755,4,0,0,1,0,426.6
42,M,casado,graduacao,4,30,1,187.110274,6,0,0,3,0,663
51,F,divorciado,ensino medio,3,35,1,23.37613841,5,0,0,1,2,584
46,M,solteiro,graduacao,0,34,1,120.0972653,2,1,1686,1,0,702.9
50,F,solteiro,graduacao,0,35,1,23.4392273,6,0,0,1,1,486.9
44,M,na,doutorado,4,30,1,185.2962393,3,1,153,1,1,588
44,F,solteiro,mestrado,1,29,1,19.07731448,6,0,0,1,1,368.1
40,F,casado,graduacao,2,25,1,22.51267671,1,1,498,1,1,523
60,F,casado,ensino medio,0,46,1,76.41610127,4,0,0,1,1,501
57,M,solteiro,graduacao,0,45,1,106.480147,5,0,0,2,0,653.4
50,M,solteiro,ensino fundam,0,35,1,97.6193918,4,0,0,1,1,413.1
39,F,solteiro,graduacao,0,24,1,21.11829043,4,0,0,1,1,467.1
43,F,casado,ensino fundam,2,28,1,21.56739309,6,0,0,1,1,474
32,M,solteiro,doutorado,0,18,1,168.0045328,6,0,0,1,0,370.44
54,M,solteiro,doutorado,0,43,1,137.9914401,3,0,0,2,0,616.5
40,F,divorciado,graduacao,3,27,1,65.15323913,4,0,0,1,0,400
46,M,na,ensino medio,3,33,1,130.7006929,5,0,0,1,0,625
50,F,solteiro,doutorado,0,37,1,71.40947939,3,0,0,1,0,442.8
44,M,solteiro,graduacao,1,29,1,90.80509464,5,0,0,1,1,294.3
53,F,solteiro,ensino fundam,0,40,1,23.74576806,5,0,0,1,0,414.9
41,F,casado,ensino fundam,4,27,1,63.85039738,5,0,0,1,1,347
54,M,casado,ensino fundam,2,40,1,129.8184515,4,0,0,1,1,393
38,F,casado,ensino fundam,4,24,1,17.66137307,4,0,0,1,0,357
49,M,divorciado,graduacao,4,37,1,131.8158569,5,0,0,1,1,657
44,M,solteiro,ensino fundam,2,29,1,121.0001163,5,0,0,1,1,354.6
45,F,solteiro,graduacao,0,31,1,22.91555362,2,1,480,1,1,468.9
53,M,solteiro,ensino medio,0,38,1,128.8897438,5,0,0,1,1,363.6
41,F,solteiro,mestrado,0,28,0,0,4,0,0,1,0,340.56
45,M,casado,ensino medio,1,32,1,123.1591732,3,1,200,1,1,358
50,F,casado,ensino medio,3,35,1,21.91755821,6,0,0,1,1,466
43,F,na,ensino medio,4,28,1,69.61021697,2,1,524,1,1,548
56,M,solteiro,graduacao,0,42,1,137.9285454,5,0,0,1,0,508.5
49,F,na,graduacao,2,37,1,67.47837503,4,0,0,1,0,344
30,F,casado,ensino medio,0,18,1,17.24948292,3,1,267,1,0,270
55,F,casado,mestrado,0,43,1,24.46493707,1,1,473,1,0,508
34,M,casado,ensino fundam,3,20,1,84.94620108,5,0,0,1,1,302
53,M,na,ensino medio,1,39,1,135.3438539,5,0,0,1,2,647
56,M,casado,doutorado,2,43,1,99.34111782,6,0,0,1,1,314
45,F,casado,ensino medio,2,33,1,21.94750076,4,0,0,1,0,389
49,F,casado,ensino fundam,2,37,1,29.66079758,2,1,835,2,1,634
47,F,casado,ensino medio,2,33,1,18.83173689,6,0,0,1,1,376
28,F,divorciado,ensino fundam,1,14,0,0,5,0,0,1,1,394.4
37,F,solteiro,graduacao,0,25,1,20.91821518,3,0,0,1,0,306
56,M,solteiro,mestrado,0,44,1,137.629865,3,0,0,1,0,504
49,M,casado,graduacao,2,36,1,99.49596235,5,0,0,1,1,447
52,M,casado,ensino medio,2,43,1,144.8341385,1,1,780,1,2,853
56,M,casado,mestrado,2,43,1,132.4336495,4,0,0,1,1,423
55,M,solteiro,ensino medio,1,41,1,136.7029578,2,1,404,1,1,495
65,M,solteiro,mestrado,0,53,1,23.35995534,3,0,0,1,0,490.5
55,M,casado,ensino medio,1,42,1,98.87632144,6,0,0,1,0,375
54,M,casado,graduacao,3,40,1,98.89802414,6,0,0,1,0,439
58,M,casado,ensino medio,3,46,1,200.2932207,3,1,264,1,0,465
40,F,casado,mestrado,4,28,1,20.79942862,2,1,1358,1,1,723
65,M,solteiro,mestrado,0,53,1,25.34907733,3,0,0,1,0,586.8
48,F,solteiro,graduacao,0,34,1,22.91267711,5,0,0,1,1,454.5
30,F,divorciado,mestrado,1,18,1,16.99455889,6,0,0,1,0,226
33,F,casado,ensino fundam,3,19,1,63.07066209,2,1,453,1,1,441
56,M,casado,graduacao,3,43,1,131.5843215,5,0,0,1,1,359
44,M,casado,ensino fundam,1,31,1,96.40882616,6,0,0,1,1,481
56,F,solteiro,ensino medio,1,43,0,0,2,1,438,1,0,430.56
59,M,casado,graduacao,1,47,1,109.9329125,5,0,0,1,1,608
38,F,casado,ensino medio,3,25,0,0,6,0,0,1,1,322.4
38,M,casado,ensino fundam,4,25,1,117.8922915,5,0,0,1,0,403
47,M,divorciado,doutorado,4,41,1,119.4884029,3,0,0,1,0,832
53,M,divorciado,mestrado,2,42,1,203.614812,4,0,0,1,1,681.86
50,F,solteiro,mestrado,0,32,1,71.80781459,4,0,0,1,1,451.8
54,F,na,ensino fundam,2,36,1,19.86656976,4,0,0,1,1,413
56,M,solteiro,ensino fundam,1,40,1,137.504443,6,0,0,1,0,495
32,M,solteiro,ensino medio,0,19,1,57.63655423,6,0,0,1,0,281.7
37,F,casado,graduacao,2,24,1,66.19929839,3,1,526,1,1,467
58,M,casado,graduacao,1,46,1,100.5026982,3,1,289,1,0,362
60,M,divorciado,ensino fundam,1,46,1,68.78838849,4,0,0,1,1,406
56,M,casado,graduacao,2,43,1,131.9376155,3,1,291,1,1,389
54,F,casado,ensino fundam,2,41,1,24.01431533,3,1,440,1,2,613
48,M,solteiro,ensino medio,0,35,1,125.4744773,3,0,0,2,0,450.9
51,F,solteiro,ensino fundam,0,37,1,23.62733816,5,0,0,1,1,468.9
56,M,solteiro,ensino medio,0,45,1,224.3949875,2,1,1396,1,0,738
62,F,casado,ensino medio,0,48,0,0,3,1,286,1,1,414.4
42,M,solteiro,ensino medio,0,36,1,144.5041387,1,1,1463,2,0,754.2
62,M,casado,ensino medio,0,49,1,103.67032,3,1,153,1,1,401
46,F,casado,ensino medio,3,32,1,24.18825574,3,1,533,1,0,596
35,F,solteiro,doutorado,0,23,1,92.2060566,1,1,460,1,0,365.4
36,M,solteiro,mestrado,0,22,1,172.6592619,6,0,0,1,1,355.041
51,M,divorciado,mestrado,2,40,1,141.8990621,1,1,756,1,1,733
41,M,casado,graduacao,4,28,1,21.03791128,3,1,429,1,1,439
41,F,casado,graduacao,4,28,0,0,5,0,0,1,1,382.4
44,M,casado,ensino medio,0,35,1,105.5293186,2,1,875,2,0,659
44,M,na,ensino fundam,4,31,1,183.6221417,5,0,0,1,1,465
31,M,casado,ensino fundam,2,19,1,16.99786075,6,0,0,1,0,322
44,F,divorciado,ensino fundam,3,32,1,66.34254689,5,0,0,1,0,464
48,F,solteiro,ensino fundam,1,35,1,23.53735305,3,0,0,1,1,449.1
37,M,casado,graduacao,1,24,1,88.04660644,6,0,0,1,1,407
54,M,casado,ensino fundam,2,41,1,131.7269259,4,0,0,1,1,534
48,M,solteiro,mestrado,2,36,1,100.1773916,6,0,0,1,0,540
48,F,casado,graduacao,5,35,1,16.7171617,1,1,217,1,1,375
49,M,solteiro,ensino fundam,0,35,1,21.30942517,5,0,0,1,1,480.6
26,M,solteiro,ensino fundam,0,14,1,79.58183212,5,0,0,1,0,200.7
42,F,casado,graduacao,4,29,1,19.31178998,6,0,0,1,1,395
40,F,na,graduacao,3,28,1,22.90823409,5,0,0,1,1,456
43,F,na,ensino medio,3,34,0,0,3,1,420,2,0,488
63,M,casado,ensino medio,1,47,1,71.26340786,6,0,0,1,2,580
42,M,casado,doutorado,2,30,1,121.6516418,4,0,0,1,1,449
51,M,divorciado,mestrado,2,41,1,199.1398887,4,0,0,1,1,658.17
57,F,casado,ensino fundam,1,46,1,19.15995695,4,0,0,1,0,371
39,F,casado,ensino fundam,2,26,1,66.42369771,5,0,0,1,1,415
38,F,casado,doutorado,2,27,1,65.23354694,2,1,469,1,0,370
40,F,casado,ensino medio,5,28,1,21.66264704,3,1,452,1,1,449
45,F,solteiro,ensino fundam,0,29,1,22.00713011,5,0,0,1,1,414.9
53,F,casado,ensino fundam,3,41,1,20.35215143,3,1,256,1,1,381
52,M,casado,mestrado,4,40,1,101.5557647,3,1,400,1,1,439
44,M,casado,graduacao,3,35,1,196.0646332,3,1,743,2,0,685
49,M,divorciado,graduacao,2,36,1,64.72449573,2,1,295,1,0,479
41,F,solteiro,mestrado,0,28,1,20.62922764,5,0,0,1,1,410.4
57,M,casado,ensino medio,2,45,1,132.765369,6,0,0,1,1,380
42,M,casado,graduacao,1,30,1,60.35072327,4,0,0,1,1,279
45,F,casado,ensino medio,3,33,1,23.12736264,1,1,498,1,1,441
54,M,solteiro,ensino medio,0,41,1,67.62480984,6,0,0,1,1,442.8
38,F,na,ensino fundam,3,28,1,21.28771443,4,0,0,1,0,323
47,M,divorciado,mestrado,2,42,1,147.9119387,1,1,1327,1,1,788
30,F,solteiro,graduacao,0,17,1,20.33984448,3,0,0,1,1,414
56,M,casado,ensino medio,3,50,1,229.7536286,2,1,1618,1,1,815
42,M,casado,ensino medio,1,31,1,95.73627465,6,0,0,1,1,524
44,M,casado,doutorado,2,33,1,99.3489994,6,0,0,1,0,629
53,M,solteiro,ensino medio,0,41,1,130.838478,4,0,0,1,0,436.5
36,M,casado,ensino medio,3,24,1,87.51804861,4,0,0,1,1,398
44,F,casado,mestrado,2,33,1,69.16567963,3,1,499,1,1,467
47,F,casado,ensino fundam,4,36,0,0,3,1,450,1,1,378.4
39,F,casado,mestrado,2,29,1,20.87398182,3,1,413,1,0,419
41,F,solteiro,graduacao,2,31,1,66.77766731,6,0,0,1,0,441
32,F,casado,ensino medio,1,21,1,25.10192492,1,1,784,1,1,448
36,M,casado,ensino fundam,0,24,1,115.0001594,3,1,172,1,1,348
39,F,casado,ensino medio,1,29,1,60.27422707,6,0,0,1,0,236
41,F,casado,mestrado,2,34,1,23.47706435,1,1,1511,1,2,806
45,F,solteiro,graduacao,0,34,1,69.45453729,4,0,0,1,0,424.8
47,M,casado,ensino medio,5,37,1,99.83467658,5,0,0,1,0,682
65,F,casado,ensino medio,0,53,1,74.08163846,5,0,0,1,1,496
55,M,solteiro,mestrado,0,45,1,143.2962779,2,1,786,1,0,522.9
42,F,divorciado,ensino fundam,2,30,1,21.73644821,3,1,438,1,1,438
