,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affair
1041,2.0,37.0,16.5,2.0,1.0,12.0,3.0,6.0,True
1042,3.0,32.0,13.0,2.0,2.0,16.0,3.0,5.0,True
1043,4.0,27.0,9.0,0.0,1.0,12.0,3.0,5.0,True
1044,3.0,42.0,23.0,2.0,3.0,16.0,5.0,6.0,True
1045,4.0,27.0,9.0,2.0,3.0,14.0,3.0,4.0,True
1046,5.0,22.0,6.0,0.0,3.0,12.0,3.0,5.0,True
1047,4.0,42.0,23.0,3.0,3.0,12.0,3.0,4.0,True
1048,4.0,37.0,16.5,2.0,2.0,12.0,3.0,5.0,True
1049,4.0,42.0,16.5,1.0,2.0,16.0,2.0,6.0,True
1050,4.0,37.0,16.5,5.5,2.0,14.0,4.0,5.0,True
1051,2.0,32.0,13.0,1.0,2.0,17.0,3.0,3.0,True
1052,2.0,32.0,9.0,2.0,1.0,16.0,5.0,5.0,True
1053,4.0,42.0,23.0,2.0,1.0,14.0,5.0,6.0,True
1054,4.0,42.0,23.0,2.0,2.0,12.0,3.0,4.0,True
1055,5.0,22.0,2.5,0.0,1.0,12.0,3.0,4.0,True
1056,4.0,27.0,6.0,1.0,2.0,14.0,4.0,2.0,True
1057,4.0,22.0,6.0,2.0,4.0,12.0,3.0,2.0,True
1058,5.0,37.0,23.0,4.0,3.0,12.0,3.0,4.0,True
1059,3.0,42.0,23.0,2.0,1.0,20.0,4.0,4.0,True
1060,4.0,32.0,9.0,0.0,2.0,20.0,4.0,4.0,True
1061,4.0,22.0,2.5,0.0,1.0,16.0,2.0,4.0,True
1062,5.0,27.0,6.0,1.0,3.0,14.0,3.0,3.0,True
1063,5.0,27.0,2.5,0.0,3.0,16.0,4.0,3.0,True
1064,5.0,22.0,2.5,1.0,2.0,12.0,2.0,2.0,True
1065,5.0,27.0,6.0,0.0,1.0,17.0,5.0,2.0,True
1066,3.0,32.0,13.0,2.0,4.0,12.0,2.0,5.0,True
1067,4.0,32.0,16.5,2.0,3.0,14.0,5.0,4.0,True
1068,5.0,32.0,13.0,2.0,2.0,14.0,4.0,5.0,True
1069,4.0,32.0,16.5,2.0,4.0,14.0,2.0,1.0,True
1070,3.0,32.0,13.0,2.0,2.0,20.0,4.0,5.0,True
1071,3.0,42.0,23.0,4.0,3.0,20.0,4.0,5.0,True
1072,5.0,27.0,9.0,1.0,1.0,20.0,6.0,6.0,True
1073,4.0,32.0,16.5,2.0,2.0,12.0,3.0,4.0,True
1074,5.0,42.0,23.0,3.0,3.0,17.0,4.0,5.0,True
1075,3.0,32.0,13.0,4.0,2.0,12.0,2.0,4.0,True
1076,3.0,32.0,16.5,2.0,1.0,14.0,3.0,4.0,True
1077,5.0,32.0,6.0,1.0,1.0,14.0,4.0,5.0,True
1078,4.0,27.0,6.0,1.0,2.0,14.0,3.0,5.0,True
1079,2.0,27.0,9.0,1.0,1.0,17.0,1.0,4.0,True
1080,5.0,27.0,6.0,0.0,2.0,16.0,5.0,6.0,True
1081,4.0,27.0,16.5,2.0,3.0,9.0,2.0,4.0,True
1082,4.0,32.0,13.0,1.0,3.0,20.0,2.0,2.0,True
1083,4.0,37.0,16.5,2.0,2.0,12.0,3.0,3.0,True
1084,3.0,27.0,6.0,0.0,4.0,12.0,3.0,5.0,True
1085,3.0,37.0,23.0,4.0,2.0,12.0,3.0,4.0,True
1086,3.0,27.0,6.0,0.0,3.0,14.0,3.0,3.0,True
1087,5.0,22.0,2.5,0.0,3.0,12.0,3.0,5.0,True
1088,4.0,32.0,9.0,1.0,2.0,12.0,3.0,4.0,True
1089,4.0,27.0,9.0,1.0,3.0,17.0,4.0,6.0,True
1090,5.0,27.0,13.0,2.0,2.0,12.0,4.0,5.0,True
1091,5.0,22.0,2.5,2.0,1.0,12.0,3.0,2.0,True
1092,4.0,22.0,6.0,2.0,2.0,12.0,3.0,4.0,True
1093,2.0,32.0,16.5,1.0,4.0,12.0,5.0,5.0,True
1094,3.0,27.0,2.5,0.0,2.0,20.0,4.0,1.0,True
1095,3.0,27.0,13.0,1.0,2.0,12.0,5.0,5.0,True
1096,4.0,37.0,23.0,1.0,1.0,16.0,5.0,5.0,True
1097,4.0,27.0,6.0,0.0,3.0,16.0,2.0,1.0,True
1098,4.0,22.0,6.0,0.0,2.0,14.0,3.0,5.0,True
1099,5.0,42.0,16.5,2.0,3.0,20.0,6.0,6.0,True
1100,2.0,37.0,16.5,1.0,2.0,16.0,4.0,5.0,True
1101,1.0,32.0,13.0,3.0,3.0,12.0,2.0,4.0,True
1102,5.0,22.0,2.5,1.0,3.0,12.0,3.0,4.0,True
1103,4.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,True
1104,3.0,22.0,2.5,0.0,2.0,16.0,4.0,4.0,True
1105,5.0,37.0,16.5,2.0,3.0,12.0,5.0,5.0,True
1106,4.0,17.5,2.5,0.0,2.0,12.0,2.0,5.0,True
1107,5.0,42.0,23.0,2.0,3.0,17.0,5.0,2.0,True
1108,3.0,32.0,13.0,2.0,3.0,14.0,5.0,2.0,True
1109,3.0,42.0,23.0,3.0,2.0,12.0,4.0,4.0,True
1110,4.0,27.0,2.5,0.0,3.0,14.0,3.0,4.0,True
1111,5.0,42.0,13.0,0.0,2.0,12.0,5.0,5.0,True
1112,2.0,32.0,9.0,2.0,4.0,16.0,4.0,4.0,True
1113,3.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,True
1114,2.0,27.0,9.0,3.0,3.0,12.0,5.0,4.0,True
1115,3.0,27.0,6.0,2.0,3.0,14.0,4.0,6.0,True
1116,5.0,27.0,9.0,2.0,1.0,14.0,3.0,4.0,True
1117,2.0,27.0,13.0,1.0,3.0,12.0,3.0,2.0,True
1118,4.0,27.0,13.0,2.0,2.0,12.0,3.0,4.0,True
1119,5.0,22.0,2.5,0.0,3.0,12.0,3.0,4.0,True
1120,4.0,27.0,9.0,0.0,3.0,12.0,2.0,4.0,True
1121,3.0,27.0,9.0,2.0,3.0,12.0,4.0,5.0,True
1122,3.0,22.0,2.5,0.0,2.0,17.0,2.0,6.0,True
1123,3.0,27.0,6.0,1.0,3.0,14.0,3.0,3.0,True
1124,4.0,27.0,6.0,0.0,2.0,14.0,5.0,3.0,True
1125,4.0,32.0,16.5,3.0,3.0,14.0,5.0,5.0,True
1126,4.0,32.0,16.5,2.0,3.0,12.0,5.0,5.0,True
1127,3.0,42.0,16.5,2.0,4.0,16.0,5.0,5.0,True
1128,3.0,32.0,6.0,2.0,3.0,14.0,3.0,4.0,True
1129,3.0,37.0,23.0,4.0,4.0,9.0,5.0,5.0,True
1130,1.0,42.0,16.5,1.0,2.0,12.0,3.0,5.0,True
1131,2.0,42.0,23.0,5.5,3.0,14.0,2.0,2.0,True
1132,5.0,37.0,16.5,4.0,4.0,14.0,3.0,3.0,True
1133,5.0,42.0,23.0,1.0,3.0,14.0,3.0,5.0,True
1134,3.0,22.0,2.5,1.0,2.0,12.0,2.0,2.0,True
1135,5.0,22.0,2.5,0.0,2.0,16.0,5.0,4.0,True
1136,2.0,27.0,6.0,1.0,2.0,14.0,3.0,4.0,True
1137,1.0,32.0,13.0,2.0,2.0,16.0,4.0,6.0,True
1138,3.0,32.0,16.5,2.0,2.0,16.0,4.0,2.0,True
1139,5.0,27.0,9.0,1.0,3.0,14.0,3.0,5.0,True
1140,3.0,22.0,6.0,1.0,1.0,12.0,3.0,2.0,True
1141,4.0,27.0,6.0,2.0,3.0,12.0,3.0,2.0,True
1142,4.0,37.0,16.5,2.0,4.0,17.0,6.0,6.0,True
1143,4.0,22.0,2.5,0.0,3.0,12.0,3.0,3.0,True
1144,1.0,42.0,23.0,3.0,3.0,14.0,3.0,5.0,True
1145,2.0,22.0,2.5,0.0,2.0,12.0,3.0,5.0,True
1146,4.0,37.0,13.0,1.0,3.0,20.0,4.0,2.0,True
1147,2.0,27.0,6.0,1.0,2.0,12.0,2.0,2.0,True
1148,5.0,27.0,9.0,2.0,3.0,20.0,4.0,4.0,True
1149,3.0,42.0,23.0,3.0,3.0,12.0,2.0,2.0,True
1150,3.0,42.0,16.5,2.0,3.0,14.0,3.0,2.0,True
1151,2.0,32.0,16.5,1.0,1.0,17.0,4.0,6.0,True
1152,4.0,22.0,2.5,1.0,2.0,14.0,3.0,5.0,True
1153,5.0,42.0,23.0,3.0,4.0,16.0,3.0,4.0,True
1154,4.0,27.0,13.0,2.0,3.0,14.0,3.0,5.0,True
1155,1.0,32.0,13.0,1.0,2.0,12.0,3.0,3.0,True
1156,3.0,42.0,23.0,5.5,2.0,14.0,5.0,6.0,True
1157,5.0,37.0,23.0,2.0,3.0,12.0,3.0,5.0,True
1158,5.0,22.0,2.5,0.0,1.0,14.0,4.0,1.0,True
1159,3.0,27.0,6.0,0.0,2.0,14.0,3.0,6.0,True
1160,4.0,22.0,2.5,1.0,1.0,14.0,2.0,2.0,True
1161,5.0,37.0,13.0,2.0,1.0,12.0,3.0,4.0,True
1162,4.0,42.0,23.0,3.0,2.0,14.0,3.0,3.0,True
1163,3.0,27.0,6.0,2.0,3.0,20.0,4.0,2.0,True
1164,4.0,27.0,6.0,2.0,2.0,12.0,2.0,5.0,True
1165,2.0,27.0,2.5,1.0,3.0,14.0,2.0,4.0,True
1166,5.0,42.0,23.0,4.0,1.0,12.0,5.0,6.0,True
1167,3.0,42.0,13.0,0.0,3.0,17.0,3.0,2.0,True
1168,5.0,27.0,6.0,0.0,3.0,14.0,3.0,5.0,True
1169,4.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,True
1170,3.0,27.0,13.0,3.0,3.0,12.0,4.0,4.0,True
1171,3.0,32.0,9.0,0.0,2.0,14.0,3.0,4.0,True
1172,1.0,37.0,16.5,1.0,3.0,14.0,2.0,5.0,True
1173,3.0,37.0,23.0,2.0,3.0,12.0,5.0,5.0,True
1174,2.0,32.0,16.5,2.0,2.0,12.0,3.0,4.0,True
1175,3.0,27.0,6.0,0.0,1.0,16.0,4.0,1.0,True
1176,4.0,42.0,16.5,3.0,2.0,14.0,5.0,4.0,True
1177,1.0,42.0,16.5,1.0,3.0,12.0,5.0,5.0,True
1178,3.0,32.0,16.5,3.0,4.0,12.0,4.0,2.0,True
1179,5.0,27.0,6.0,1.0,4.0,14.0,3.0,3.0,True
1180,2.0,32.0,16.5,2.0,2.0,14.0,2.0,3.0,True
1181,2.0,17.5,2.5,0.0,2.0,12.0,3.0,2.0,True
1182,4.0,32.0,16.5,2.0,3.0,14.0,3.0,4.0,True
1183,3.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,True
1184,5.0,27.0,6.0,0.0,3.0,16.0,3.0,6.0,True
1185,5.0,37.0,23.0,3.0,3.0,12.0,3.0,5.0,True
1186,3.0,32.0,13.0,0.0,2.0,12.0,5.0,2.0,True
1187,4.0,42.0,23.0,1.0,2.0,14.0,5.0,5.0,True
1188,1.0,42.0,23.0,2.0,3.0,14.0,3.0,4.0,True
1189,2.0,37.0,23.0,3.0,2.0,12.0,3.0,3.0,True
1190,4.0,22.0,0.5,0.0,3.0,16.0,4.0,6.0,True
1191,5.0,27.0,9.0,2.0,2.0,14.0,3.0,4.0,True
1192,4.0,22.0,0.5,0.0,1.0,14.0,5.0,4.0,True
1193,3.0,27.0,9.0,2.0,2.0,17.0,4.0,4.0,True
1194,4.0,42.0,23.0,2.0,3.0,14.0,3.0,5.0,True
1195,4.0,22.0,2.5,0.0,2.0,14.0,5.0,5.0,True
1196,4.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,True
1197,4.0,27.0,13.0,2.0,3.0,14.0,5.0,5.0,True
1198,4.0,27.0,6.0,1.0,3.0,16.0,4.0,6.0,True
1199,3.0,42.0,23.0,3.0,2.0,14.0,2.0,2.0,True
1200,3.0,27.0,6.0,2.0,1.0,12.0,4.0,3.0,True
1201,5.0,42.0,23.0,2.0,2.0,16.0,3.0,5.0,True
1202,3.0,42.0,23.0,2.0,4.0,14.0,3.0,6.0,True
1203,5.0,32.0,16.5,1.0,3.0,14.0,3.0,5.0,True
1204,4.0,27.0,6.0,2.0,3.0,14.0,5.0,5.0,True
1205,2.0,37.0,23.0,3.0,1.0,14.0,5.0,5.0,True
1206,4.0,22.0,6.0,1.0,3.0,14.0,3.0,1.0,True
1207,2.0,27.0,9.0,2.0,3.0,12.0,3.0,4.0,True
1208,5.0,27.0,9.0,2.0,1.0,14.0,4.0,4.0,True
1209,4.0,27.0,2.5,0.0,3.0,14.0,3.0,4.0,True
1210,5.0,37.0,16.5,2.0,2.0,14.0,3.0,5.0,True
1211,3.0,22.0,2.5,1.0,2.0,14.0,2.0,2.0,True
1212,4.0,27.0,2.5,1.0,2.0,16.0,3.0,6.0,True
1213,1.0,27.0,6.0,1.0,1.0,12.0,3.0,5.0,True
1214,4.0,37.0,16.5,5.5,3.0,17.0,4.0,2.0,True
1215,5.0,22.0,2.5,0.0,3.0,12.0,4.0,3.0,True
1216,2.0,22.0,2.5,1.0,1.0,14.0,2.0,6.0,True
1217,5.0,42.0,16.5,2.0,3.0,12.0,3.0,3.0,True
1218,3.0,22.0,6.0,1.0,2.0,12.0,4.0,4.0,True
1219,3.0,37.0,23.0,3.0,3.0,12.0,3.0,4.0,True
1220,4.0,27.0,6.0,1.0,3.0,14.0,3.0,2.0,True
1221,2.0,32.0,16.5,4.0,2.0,12.0,3.0,4.0,True
1222,3.0,27.0,9.0,1.0,2.0,14.0,3.0,5.0,True
1223,5.0,32.0,16.5,3.0,3.0,16.0,4.0,6.0,True
1224,5.0,22.0,6.0,1.0,2.0,12.0,3.0,2.0,True
1225,3.0,27.0,13.0,3.0,2.0,12.0,2.0,4.0,True
1226,5.0,22.0,2.5,0.0,3.0,12.0,3.0,3.0,True
1227,4.0,32.0,2.5,0.0,2.0,14.0,5.0,6.0,True
1228,3.0,27.0,6.0,1.0,2.0,14.0,3.0,5.0,True
1229,3.0,27.0,6.0,2.0,3.0,12.0,3.0,6.0,True
1230,2.0,32.0,13.0,2.0,3.0,12.0,3.0,3.0,True
1231,4.0,32.0,16.5,2.0,3.0,14.0,2.0,5.0,True
1232,3.0,27.0,6.0,2.0,2.0,12.0,5.0,2.0,True
1233,4.0,27.0,9.0,2.0,1.0,17.0,4.0,5.0,True
1234,4.0,37.0,16.5,2.0,2.0,12.0,4.0,4.0,True
1235,3.0,22.0,2.5,0.0,3.0,16.0,3.0,4.0,True
1236,4.0,27.0,9.0,2.0,2.0,14.0,5.0,5.0,True
1237,3.0,32.0,16.5,4.0,2.0,12.0,3.0,5.0,True
1238,3.0,27.0,9.0,2.0,4.0,14.0,3.0,2.0,True
1239,4.0,32.0,13.0,2.0,2.0,16.0,2.0,5.0,True
1240,2.0,37.0,23.0,2.0,3.0,14.0,3.0,5.0,True
1241,4.0,22.0,2.5,0.0,1.0,17.0,3.0,4.0,True
1242,4.0,27.0,6.0,0.0,1.0,17.0,4.0,4.0,True
1243,4.0,27.0,6.0,1.0,2.0,12.0,3.0,6.0,True
1244,3.0,22.0,6.0,0.0,3.0,12.0,3.0,2.0,True
1245,3.0,42.0,23.0,3.0,2.0,12.0,3.0,2.0,True
1246,4.0,27.0,6.0,3.0,3.0,16.0,3.0,2.0,True
1247,4.0,32.0,16.5,3.0,3.0,12.0,3.0,3.0,True
1248,3.0,27.0,13.0,2.0,3.0,12.0,5.0,5.0,True
1249,3.0,27.0,16.5,2.0,4.0,14.0,3.0,4.0,True
1250,3.0,27.0,6.0,3.0,2.0,14.0,2.0,2.0,True
1251,5.0,22.0,2.5,0.0,3.0,12.0,5.0,2.0,True
1252,4.0,42.0,23.0,2.0,2.0,16.0,5.0,5.0,True
1253,1.0,22.0,2.5,1.0,3.0,14.0,3.0,5.0,True
1254,4.0,42.0,23.0,3.0,3.0,16.0,4.0,3.0,True
1255,3.0,32.0,16.5,2.0,4.0,16.0,4.0,4.0,True
1256,3.0,32.0,16.5,2.0,4.0,12.0,3.0,3.0,True
1257,4.0,22.0,2.5,1.0,2.0,14.0,3.0,3.0,True
1258,3.0,22.0,6.0,1.0,3.0,14.0,3.0,5.0,True
1259,4.0,27.0,6.0,0.0,2.0,12.0,3.0,4.0,True
1260,5.0,32.0,16.5,4.0,4.0,9.0,2.0,4.0,True
1261,1.0,27.0,6.0,1.0,3.0,20.0,4.0,4.0,True
1262,2.0,22.0,2.5,0.0,1.0,14.0,3.0,2.0,True
1263,5.0,27.0,9.0,3.0,4.0,14.0,2.0,5.0,True
1264,3.0,27.0,6.0,1.0,2.0,16.0,3.0,1.0,True
1265,4.0,32.0,16.5,2.0,1.0,16.0,5.0,5.0,True
1266,5.0,27.0,6.0,0.0,3.0,12.0,3.0,3.0,True
1267,4.0,42.0,23.0,2.0,3.0,12.0,5.0,2.0,True
1268,3.0,27.0,9.0,2.0,2.0,12.0,3.0,4.0,True
1269,4.0,27.0,9.0,0.0,3.0,14.0,3.0,3.0,True
1270,4.0,27.0,13.0,2.0,3.0,17.0,4.0,2.0,True
1271,5.0,32.0,16.5,2.0,3.0,17.0,4.0,4.0,True
1272,4.0,27.0,6.0,1.0,2.0,12.0,5.0,4.0,True
1273,4.0,42.0,23.0,4.0,4.0,12.0,5.0,5.0,True
1274,1.0,42.0,23.0,2.0,4.0,14.0,3.0,2.0,True
1275,2.0,22.0,2.5,1.0,3.0,14.0,3.0,4.0,True
1276,1.0,32.0,9.0,3.0,2.0,14.0,4.0,4.0,True
1277,3.0,27.0,6.0,1.0,3.0,12.0,4.0,3.0,True
1278,4.0,27.0,2.5,0.0,1.0,16.0,4.0,1.0,True
1279,5.0,42.0,23.0,2.0,1.0,17.0,4.0,5.0,True
1280,5.0,32.0,16.5,2.0,3.0,14.0,3.0,5.0,True
1281,4.0,32.0,16.5,2.0,4.0,12.0,3.0,4.0,True
1282,5.0,42.0,23.0,3.0,3.0,14.0,4.0,2.0,True
1283,4.0,37.0,16.5,2.0,1.0,16.0,3.0,5.0,True
1284,2.0,32.0,9.0,0.0,2.0,12.0,3.0,4.0,True
1285,4.0,37.0,16.5,2.0,4.0,12.0,3.0,4.0,True
1286,3.0,32.0,6.0,3.0,2.0,14.0,3.0,4.0,True
1287,5.0,37.0,23.0,2.0,2.0,14.0,3.0,5.0,True
1288,2.0,32.0,13.0,0.0,2.0,12.0,3.0,4.0,True
1289,4.0,32.0,13.0,2.0,3.0,14.0,3.0,4.0,True
1290,4.0,37.0,16.5,3.0,3.0,14.0,3.0,3.0,True
1291,4.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,True
1292,5.0,42.0,23.0,4.0,2.0,14.0,3.0,4.0,True
1293,3.0,32.0,16.5,2.0,4.0,12.0,3.0,5.0,True
1294,4.0,42.0,23.0,4.0,3.0,9.0,3.0,5.0,True
1295,5.0,22.0,2.5,1.0,2.0,12.0,3.0,4.0,True
1296,2.0,32.0,9.0,0.0,2.0,14.0,3.0,4.0,True
1297,5.0,32.0,13.0,1.0,2.0,14.0,3.0,5.0,True
1298,2.0,32.0,16.5,3.0,2.0,12.0,5.0,2.0,True
1299,5.0,27.0,6.0,1.0,1.0,14.0,5.0,5.0,True
1300,4.0,42.0,23.0,4.0,2.0,14.0,3.0,4.0,True
1301,3.0,27.0,6.0,1.0,2.0,14.0,5.0,2.0,True
1302,3.0,32.0,13.0,1.0,1.0,16.0,4.0,2.0,True
1303,2.0,27.0,6.0,2.0,3.0,12.0,3.0,5.0,True
1304,4.0,27.0,9.0,2.0,3.0,12.0,4.0,4.0,True
1305,5.0,22.0,2.5,1.0,1.0,14.0,3.0,2.0,True
1306,2.0,22.0,2.5,1.0,3.0,14.0,5.0,6.0,True
1307,5.0,22.0,2.5,0.0,1.0,16.0,5.0,4.0,True
1308,4.0,37.0,23.0,4.0,3.0,14.0,3.0,5.0,True
1309,2.0,32.0,16.5,4.0,3.0,12.0,3.0,4.0,True
1310,3.0,22.0,6.0,1.0,3.0,12.0,3.0,4.0,True
1311,3.0,32.0,9.0,2.0,3.0,12.0,3.0,4.0,True
1312,1.0,27.0,2.5,0.0,2.0,12.0,4.0,3.0,True
1313,5.0,42.0,23.0,2.0,3.0,14.0,3.0,4.0,True
1314,4.0,27.0,13.0,1.0,2.0,12.0,3.0,4.0,True
1315,4.0,32.0,9.0,2.0,3.0,17.0,3.0,4.0,True
1316,5.0,42.0,23.0,4.0,4.0,14.0,5.0,4.0,True
1317,4.0,27.0,6.0,2.0,3.0,12.0,2.0,2.0,True
1318,5.0,32.0,16.5,2.0,4.0,16.0,5.0,6.0,True
1319,5.0,27.0,9.0,2.0,1.0,16.0,2.0,5.0,True
1320,4.0,22.0,6.0,1.0,2.0,12.0,2.0,1.0,True
1321,5.0,32.0,13.0,2.0,1.0,12.0,3.0,4.0,True
1322,3.0,42.0,23.0,2.0,3.0,12.0,3.0,5.0,True
1323,4.0,27.0,16.5,4.0,3.0,17.0,4.0,6.0,True
1324,3.0,37.0,16.5,2.0,3.0,12.0,3.0,4.0,True
1325,5.0,27.0,6.0,2.0,3.0,14.0,4.0,2.0,True
1326,2.0,17.5,2.5,1.0,3.0,12.0,3.0,2.0,True
1327,4.0,22.0,2.5,1.0,2.0,14.0,3.0,5.0,True
1328,5.0,27.0,6.0,1.0,3.0,14.0,3.0,3.0,True
1329,5.0,27.0,6.0,2.0,2.0,12.0,4.0,4.0,True
1330,3.0,37.0,23.0,3.0,4.0,12.0,5.0,2.0,True
1331,3.0,27.0,6.0,3.0,2.0,16.0,4.0,4.0,True
1332,3.0,22.0,2.5,1.0,2.0,12.0,3.0,2.0,True
1333,5.0,27.0,13.0,3.0,1.0,12.0,3.0,5.0,True
1334,4.0,27.0,9.0,1.0,4.0,14.0,3.0,3.0,True
1335,1.0,37.0,23.0,5.5,2.0,12.0,3.0,4.0,True
1336,5.0,42.0,23.0,3.0,1.0,16.0,4.0,6.0,True
1337,4.0,27.0,2.5,0.0,1.0,16.0,5.0,6.0,True
1338,4.0,32.0,13.0,2.0,2.0,12.0,5.0,4.0,True
1339,3.0,27.0,9.0,2.0,2.0,14.0,5.0,5.0,True
1340,4.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,True
1341,4.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,True
1342,4.0,27.0,6.0,1.0,3.0,17.0,4.0,5.0,True
1343,4.0,37.0,23.0,5.5,2.0,12.0,3.0,4.0,True
1344,5.0,32.0,16.5,2.0,1.0,12.0,2.0,4.0,True
1345,2.0,22.0,6.0,2.0,4.0,17.0,3.0,5.0,True
1346,2.0,22.0,2.5,0.0,1.0,17.0,4.0,4.0,True
1347,4.0,27.0,6.0,0.0,3.0,14.0,2.0,2.0,True
1348,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,True
1349,5.0,42.0,23.0,3.0,3.0,12.0,3.0,5.0,True
1350,5.0,32.0,13.0,2.0,2.0,14.0,5.0,4.0,True
1351,5.0,32.0,13.0,2.0,2.0,14.0,5.0,4.0,True
1352,3.0,42.0,23.0,5.5,3.0,20.0,6.0,4.0,True
1353,5.0,22.0,2.5,1.0,1.0,12.0,3.0,5.0,True
1354,2.0,22.0,2.5,0.0,1.0,16.0,3.0,5.0,True
1355,3.0,42.0,23.0,2.0,3.0,16.0,4.0,5.0,True
1356,3.0,27.0,6.0,0.0,2.0,12.0,3.0,4.0,True
1357,3.0,27.0,13.0,0.0,3.0,12.0,3.0,5.0,True
1358,4.0,22.0,2.5,0.0,2.0,12.0,2.0,4.0,True
1359,3.0,32.0,13.0,2.0,3.0,14.0,3.0,3.0,True
1360,5.0,37.0,16.5,3.0,2.0,12.0,3.0,5.0,True
1361,3.0,27.0,9.0,1.0,3.0,14.0,3.0,3.0,True
1362,5.0,42.0,23.0,2.0,2.0,12.0,5.0,4.0,True
1363,5.0,27.0,2.5,0.0,1.0,17.0,4.0,5.0,True
1364,3.0,32.0,0.5,0.0,2.0,16.0,4.0,5.0,True
1365,4.0,32.0,13.0,2.0,3.0,12.0,3.0,1.0,True
1366,3.0,42.0,23.0,5.5,3.0,12.0,3.0,2.0,True
1367,1.0,42.0,23.0,2.0,3.0,14.0,3.0,5.0,True
1368,3.0,37.0,16.5,2.0,1.0,17.0,4.0,2.0,True
1369,4.0,27.0,9.0,1.0,1.0,14.0,3.0,4.0,True
1370,4.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,True
1371,4.0,37.0,23.0,5.5,2.0,14.0,3.0,6.0,True
1372,5.0,32.0,9.0,3.0,2.0,14.0,2.0,6.0,True
1373,4.0,37.0,9.0,3.0,3.0,16.0,4.0,2.0,True
1374,5.0,37.0,16.5,3.0,3.0,16.0,3.0,4.0,True
1375,4.0,32.0,13.0,2.0,2.0,12.0,5.0,5.0,True
1376,3.0,37.0,23.0,3.0,4.0,12.0,3.0,5.0,True
1377,4.0,42.0,23.0,3.0,4.0,16.0,4.0,2.0,True
1378,3.0,27.0,6.0,1.0,2.0,12.0,3.0,4.0,True
1379,5.0,42.0,23.0,2.0,3.0,16.0,3.0,5.0,True
1380,5.0,27.0,6.0,1.0,3.0,20.0,5.0,6.0,True
1381,3.0,37.0,16.5,3.0,2.0,12.0,3.0,2.0,True
1382,3.0,27.0,13.0,2.0,3.0,12.0,3.0,5.0,True
1383,5.0,37.0,23.0,3.0,1.0,12.0,3.0,4.0,True
1384,3.0,42.0,23.0,5.5,3.0,12.0,3.0,4.0,True
1385,2.0,27.0,9.0,0.0,2.0,17.0,2.0,3.0,True
1386,2.0,22.0,2.5,0.0,3.0,12.0,2.0,3.0,True
1387,4.0,27.0,13.0,2.0,2.0,12.0,3.0,2.0,True
1388,4.0,32.0,9.0,1.0,1.0,16.0,4.0,5.0,True
1389,3.0,32.0,9.0,3.0,3.0,14.0,3.0,6.0,True
1390,4.0,32.0,13.0,1.0,3.0,14.0,5.0,5.0,True
1391,5.0,22.0,2.5,0.0,3.0,16.0,4.0,1.0,True
1392,3.0,27.0,6.0,1.0,2.0,17.0,4.0,4.0,True
1393,4.0,27.0,2.5,0.0,2.0,16.0,4.0,2.0,True
1394,3.0,27.0,6.0,0.0,1.0,16.0,4.0,4.0,True
1395,3.0,42.0,16.5,4.0,3.0,16.0,2.0,4.0,True
1396,1.0,27.0,2.5,1.0,3.0,16.0,4.0,4.0,True
1397,5.0,27.0,9.0,1.0,2.0,14.0,4.0,4.0,True
1398,4.0,42.0,23.0,2.0,3.0,12.0,3.0,5.0,True
1399,4.0,27.0,13.0,2.0,2.0,12.0,3.0,4.0,True
1400,5.0,32.0,13.0,1.0,1.0,14.0,4.0,4.0,True
1401,4.0,22.0,2.5,1.0,2.0,14.0,3.0,4.0,True
1402,2.0,27.0,9.0,2.0,2.0,14.0,5.0,5.0,True
1403,5.0,22.0,2.5,0.0,4.0,14.0,3.0,4.0,True
1404,3.0,37.0,16.5,3.0,3.0,14.0,3.0,3.0,True
1405,3.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,True
1406,4.0,32.0,13.0,2.0,1.0,12.0,2.0,4.0,True
1407,3.0,42.0,23.0,2.0,2.0,16.0,4.0,5.0,True
1408,4.0,37.0,16.5,3.0,3.0,12.0,3.0,5.0,True
1409,4.0,32.0,13.0,2.0,1.0,12.0,2.0,4.0,True
1410,3.0,42.0,23.0,5.5,2.0,12.0,3.0,4.0,True
1411,3.0,27.0,9.0,1.0,1.0,14.0,3.0,4.0,True
1412,5.0,32.0,16.5,2.0,3.0,12.0,3.0,2.0,True
1413,5.0,32.0,16.5,1.0,2.0,14.0,5.0,5.0,True
1414,5.0,27.0,6.0,2.0,2.0,20.0,6.0,6.0,True
1415,4.0,27.0,6.0,2.0,3.0,12.0,3.0,2.0,True
1416,3.0,22.0,6.0,1.0,3.0,14.0,5.0,4.0,True
1417,5.0,27.0,16.5,3.0,3.0,14.0,5.0,5.0,True
